group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,fraction_expressing_in_cluster,fraction_expressing_outside_cluster,expression_fraction_gap
0,NKG7,31.115158,6.977185,1.5022685387758554e-212,2.0514979165523083e-208,0.9354838709677419,0.16244822825586747,0.9354838709677419,0.16244822825586747,0.7730356427118744
0,CST7,27.06081,6.259276,2.849777258027139e-161,1.9458279117809305e-157,0.8172043010752689,0.06350667280257709,0.8172043010752689,0.06350667280257709,0.7536976282726918
0,CCL5,26.985039,5.5338135,2.2144315543718827e-160,1.008009243550081e-156,0.8602150537634409,0.20018407731247123,0.8602150537634409,0.20018407731247123,0.6600309764509696
0,GZMA,26.780167,6.081553,5.5010071012526026e-158,1.8780438243676385e-154,0.8150537634408602,0.06534744592728946,0.8150537634408602,0.06534744592728946,0.7497063175135708
0,CTSW,26.325308,4.5475545,9.843649543772243e-153,2.6884975633950747e-149,0.8387096774193549,0.18407731247123793,0.8387096774193549,0.18407731247123793,0.6546323649481169
0,B2M,26.090483,0.9117354,4.675235131135048e-150,1.0640835158463371e-146,1.0,0.9995398067188219,1.0,0.9995398067188219,0.00046019328117807845
0,HLA-C,24.431513,1.197987,7.912899752263875e-132,1.5436937002416498e-128,0.9913978494623656,0.9792913023469857,0.9913978494623656,0.9792913023469857,0.012106547115379951
0,HLA-A,22.254894,1.1984677,1.0113348552083518e-109,1.7263485978406567e-106,0.9935483870967742,0.9595029912563277,0.9935483870967742,0.9595029912563277,0.034045395840446524
0,PRF1,20.004784,5.4529877,5.003435004285594e-89,7.591878713169342e-86,0.6193548387096774,0.057063966866083754,0.6193548387096774,0.057063966866083754,0.5622908718435937
0,HLA-B,18.574938,0.9478882,5.1265242944544415e-77,7.000781576506985e-74,0.9698924731182795,0.9433962264150944,0.9698924731182795,0.9433962264150944,0.026496246703185178
0,GZMM,18.53405,3.3503175,1.0971070114195837e-76,1.362008486176894e-73,0.6365591397849463,0.1606074551311551,0.6365591397849463,0.1606074551311551,0.4759516846537912
0,PTPRCAP,17.541317,1.8342547,6.930238571415258e-69,7.886611494270564e-66,0.8774193548387097,0.5913483663138518,0.8774193548387097,0.5913483663138518,0.2860709885248579
0,HCST,16.420288,1.8494331,1.3691615218139605e-60,1.2464846494594296e-57,0.7677419354838709,0.49148642429820527,0.7677419354838709,0.49148642429820527,0.27625551118566566
0,GZMB,16.29642,5.9486737,1.0464765785151068e-59,8.931677597626437e-57,0.5032258064516129,0.038656235618959964,0.5032258064516129,0.038656235618959964,0.4645695708326529
0,FGFBP2,15.831732,6.032561,1.8797460082655222e-56,1.3510427099407352e-53,0.4838709677419355,0.02991256327657616,0.4838709677419355,0.02991256327657616,0.45395840446535934
